Industry,Equipment,Component Part,Lube Spec,Lube Requirements,Standard,Premium,Supreme
Automotive Clusters,['Automotive Clusters'],Final Drive and differentials,"SAE 50, 60, 75W-90, 85W-140, 90, 80W-140
GL-5","Long drain intervals
High temperature handling
High load capability",,-,PETRONAS TUTELA TRANSMISSION STARGEAR AX-ED
Automotive Clusters,['Automotive Clusters'],Wheel bearing Grease,"NLGI GC-LB
ASTM D4950
Li-X 
NLGI 2 / 2.5 EP
OEM requirement","High load capability
Long life
High temperature handling
Water washout
Oxidation resistance",PETRONAS Tutela WB Grease,PETRONAS Grease LiX 2/170,- PETRONAS LiX Syn 2/220
Automotive Clusters,['Automotive Clusters'],5th Wheel Grease,"NLGI 2.5
Lithium Calcium
Solid additives","High load capability
Long life
High solid additive content
Water washout
Oxidation resistance",PETRONAS Grease LiCa GEP 2.5,-,-
Automotive Clusters,['Automotive Clusters'],Centralised Lubrications System / Grease Points / Chassis Grease,"NLGI 2 EP
Lithium EP / Lithium-Calcium EP
OEM requirements","OEM approvals
Long life
Water washout
Multipurpose
Oxidation stability",PETRONAS Tutela SP,PETRONAS Grease LiX 2/170,PETRONAS LiX Syn 2/220
Automotive Clusters,['Automotive Clusters'],Assembly Grease,"NLGI 1
Lithium
Solid additives","Water washout
Prevent swelling of rubber
Wear protection",-,,-
Automotive Clusters,['Automotive Clusters'],Thread Grease,"NLGI 1
Lithium
Solid additives","Anti-seize
Anti-rust
Oxidation stability",PETRONAS Grease Li AS,-,
Automotive Clusters,['Automotive Clusters'],Pin and Bush Grease,NLGI 2 EP,"With solid lubricants
Water tolerance
High load capability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Automotive Clusters,['Automotive Clusters'],Emission fluid,ISO 22241,OEM acceptance,Air 1 AdBlue,-,-
Automotive Clusters,['Automotive Clusters'],"Engine (Petrol)
2 Stroke","API TC
JASO
ISO EGD","Low carbon deposits
Extended spark plug life
Excellent miscibility & fluidity",PETRONAS Sprinta 2XT,PETRONAS Syntium Moto 2SP,PETRONAS Syntium Moto RS-2
Automotive Clusters,['Automotive Clusters'],"Engine (Petrol)
4 Stroke","API
JASO MA2","Oxidation resistance
Good detergency
Good dispersancy
Good wear control
Fuel efficiency
Wet clutch compatibility",PETRONAS Sprinta 4XP,PETRONAS Syntium Moto 4SP,PETRONAS Syntium Moto RS-4
Automotive Clusters,['Automotive Clusters'],Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11,PETRONAS Paraflu Up Ready,-
Automotive Clusters,['Automotive Clusters'],Transmission,OEM requirements,"OEM requirements
Use same engine oil (wet clutch)",Uses the same engine oil (wet clutch),Uses the same engine oil (wet clutch),Uses the same engine oil (wet clutch)
Automotive Clusters,['Automotive Clusters'],Final Drive,OEM requirements,OEM requirements,,,
Automotive Clusters,['Automotive Clusters'],Brake / Clutch Fluid,DOT 4 or higher,"High boiling point
Oxidation resistance
Long service life
Chemical stability
Protects metal and rubbers",-,PETRONAS Tutela Extreme HT,PETRONAS Tutela Dot 5.1
Automotive Clusters,['Automotive Clusters'],Chain Lubricant,-,"Tackiness
High water wash
Long life",-,PETRONAS Durance Chain Lubricant,-
Automotive Clusters,['Automotive Clusters'],Fork oil,OEM requirements,"Very high VI
Anti-foaming
Seal compatibility",-,PETRONAS Tutela Fork Oil,-
Automotive Clusters,['Automotive Clusters'],Cutting / Grinding fluids,-,"High emulsion stability
Excellent lubricity and anti-weld
Anti-rust, anti-corrosion
Anti-sludge
Anti-bacterial",Mecafluid SM 59,Mecafluid S 2006,-
Automotive Clusters,['Automotive Clusters'],Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease Li EP 2,PETRONAS Grease LiX 2/170,PETRONAS Grease LiX Syn 2/220
Automotive Clusters,['Automotive Clusters'],Hydraulics,"ISO VG range 
HM specification","Good air release
Water separability
Low foaming tendencies",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Automotive Clusters,['Automotive Clusters'],Slide way oils,"ISO VG 68 and 220
Cincinnati Machine Spec","Pumpability and sprayability
Adhesive characteristics
Extreme pressure",PETRONAS Slideway,-,-
Automotive Clusters,['Automotive Clusters'],Air compressor,51506-VDL,"Oxidation stability
Good air release
Foam tendencies",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn PAO
Automotive Clusters,['Automotive Clusters'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Automotive Clusters,['Automotive Clusters'],Gear oils,AGMA  4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Automotive Clusters,['Automotive Clusters'],Chain oils,"ISO VG 220
Cincinnati Machine Spec","Tackiness
Rust and corrosion protection
Lubricity",PETRONAS Slideway,-,-
Automotive Clusters,['Automotive Clusters'],Metal forming fluids,Process dependant,Process dependant,PETRONAS Mecafluid Range,-,-
Automotive Clusters,['Automotive Clusters'],Assembly grease,"NLGI 1
Lithium
Solid additives","Water washout
Prevent swelling of rubber
Wear protection",,PETRONAS Grease LiX 2/170,-
Automotive Clusters,['Automotive Clusters'],Shock absorber fluid,OEM dependant,,,,
Automotive Clusters,['Automotive Clusters'],Air Tool,ISO VG range,"corrosion protection
resistance to dieseling
fog control
adhesiveness",PETRONAS ATO,-,-
Automotive Clusters,['Automotive Clusters'],Cutting / Grinding fluids,-,"High emulsion stability
Excellent lubricity and anti-weld
Anti-rust, anti-corrosion
Anti-sludge
Anti-bacterial",Mecafluid SM 59,Mecafluid S 2006,-
Automotive Clusters,['Automotive Clusters'],Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease Li EP 2,PETRONAS Grease LiX 2/170,PETRONAS Grease LiX Syn 2/220
Automotive Clusters,['Automotive Clusters'],Hydraulics,"ISO VG range 
HM specification","Good air release
Water separability
Low foaming tendencies",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Automotive Clusters,['Automotive Clusters'],Slide way oils,"ISO VG 68 and 220
Cincinnati Machine Spec","Pumpability and sprayability
Adhesive characteristics
Extreme pressure",PETRONAS Slideway,-,-
Automotive Clusters,['Automotive Clusters'],Air compressor,51506-VDL,"Oxidation stability
Good air release
Foam tendencies",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn PAO
Automotive Clusters,['Automotive Clusters'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Automotive Clusters,['Automotive Clusters'],Gear oils,AGMA  4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Automotive Clusters,['Automotive Clusters'],Assembly grease,"NLGI 1
Lithium
Solid additives","Water washout
Prevent swelling of rubber
Wear protection",-,PETRONAS Grease LiX 2/170,-
Automotive Clusters,['Automotive Clusters'],Air Tool,ISO VG range,"corrosion protection
resistance to dieseling
fog control
adhesiveness",PETRONAS ATO,-,-
Agricultural Clusters,['Agricultural Clusters'],Engine (Diesel Monograde),"Engine oil SAE 10W, 30, 40, 50","Oxidation resistance
Detergency
Dispersancy
Soot handling",PETRONAS Urania CF,-,-
Agricultural Clusters,['Agricultural Clusters'],Engine (Diesel Multigrade),"Engine Oil 15W40 / 10W40 
STOU","Cold starting
Long idling periods
Soot handling",PETRONAS Urania LD 7,PETRONAS Urania 5000 10W40,PETRONAS Urania 5000 E 10W40
Agricultural Clusters,['Agricultural Clusters'],Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11,PETRONAS Paraflu Up Ready,-
Agricultural Clusters,['Agricultural Clusters'],Transmission,"SAE 30
TO-4 series
UTTO
OEM requirements (ZF/Allison)","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 Series,PETRONAS Arbor MTF,-
Agricultural Clusters,['Agricultural Clusters'],Hydraulics,UTTO,"Long drain intervals
High temperature handling
High load capability",-,PETRONAS Arbor MTF,-
Agricultural Clusters,['Agricultural Clusters'],Wet brakes / Oil immersed brakes,UTTO,"Anti-squawk capability
Oxidation resistance
Anti-wear",-,PETRONAS Arbor MTF,-
Agricultural Clusters,['Agricultural Clusters'],Final Drive and differentials,"SAE 50, 60, 75W-90, 85W-140, 90, 80W-140
GL-5","Long drain intervals
High temperature handling
High load capability","-
Gearlube EP Series)",-,-
Agricultural Clusters,['Agricultural Clusters'],General purpose agricultural grease,"NLGI 2
Lithium  / Lithium calcium
Functional polymer
OEM requirements","Water tolerance
Long life
Centralized lubricant system
High load",PETRONAS Tutela SP,PETRONAS Grease LiX 2/170,PETRONAS Grease LiX Syn 2/220
Agricultural Clusters,['Agricultural Clusters'],Wheel bearing Grease,"NLGI GC-LB
ASTM D4950
Li-X 
NLGI 2 / 2.5 EP
OEM requirement","High load capability
Long life
High temperature handling
Water washout
Oxidation resistance",PETRONAS Tutela WB Grease,PETRONAS Grease LiX 2/170,-
Agricultural Clusters,['Agricultural Clusters'],CV Joint,"NLGI 2 EP
Solid Additives","With solid lubricants
Water tolerance
High load capability",PETRONAS Tutela SP,PETRONAS Grease LiX MEP,-
Agricultural Clusters,['Agricultural Clusters'],Thread Grease,"NLGI 1
Lithium
Solid additives","Solid lubricants
Water tolerance
High and low temperature capability
Chemical corrosion resistance",PETRONAS Grease LiAS,-,
Agricultural Clusters,['Agricultural Clusters'],Emission fluid,ISO 22241,OEM acceptance,Air 1 AdBlue,,
Construction Clusters,['Construction Clusters'],Engine (Diesel Monograde),"Engine oil SAE 10W, 30, 40, 50","Oxidation resistance
Detergency
Dispersancy
Soot handling",PETRONAS Urania CF,-,-
Construction Clusters,['Construction Clusters'],Engine (Diesel Multigrade),Engine Oil 15W40 / 10W40,"Cold starting
Long idling periods
Soot handling",PETRONAS Urania LD 7,PETRONAS Urania 5000 10W40,PETRONAS Urania 5000 E 10W40
Construction Clusters,['Construction Clusters'],Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11,PETRONAS Paraflu Up Ready,-
Construction Clusters,['Construction Clusters'],Transmission,"SAE 30
TO-4 series
UTTO
OEM requirements (ZF)","Long drain intervals
High temperature handling
High load capability","PETRONAS Powertrans T4 Series 

PETRONAS Arbor MTF",-,-
Construction Clusters,['Construction Clusters'],Hydraulics (Steering),"SAE 10W
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 10W,-,-
Construction Clusters,['Construction Clusters'],Hydraulics,"Premium VI
High VI","Water Separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic EP,PETRONAS Hydraulic HV,Engen Hydrokin ESF Series
Construction Clusters,['Construction Clusters'],Rockdrill / Air Tool (oil),"Parker Denison
Cincinnati
Afnor","Corrosion and rust protection
Water tolerance
Reduced air particulates / fogging (non-toxic)
Anti-wear
Reduced downtime due to icing",PETRONAS ATO,-,-
Construction Clusters,['Construction Clusters'],Compressor,"DIN 51506
VDL","Oxidation stability
Reduced deposits
Long drain intervals",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn PAO
Construction Clusters,['Construction Clusters'],Gearbox,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP,-,PETRONAS Gear Syn EP Series
Construction Clusters,['Construction Clusters'],Final Drive and differentials,"SAE 50, 60, 75W-90, 85W-140, 90, 80W-140
TO-4 series
GL-5","Long drain intervals
High temperature handling
High load capability","PETRONAS Powertrans T4 Series 
-",-,-
Construction Clusters,['Construction Clusters'],Wheel bearing Grease,"NLGI GC-LB
ASTM D4950
Li-X 
NLGI 2 / 2.5 EP
OEM requirement",,PETRONAS Tutela WB Grease,PETRONAS Grease LiX 2/170,-
Construction Clusters,['Construction Clusters'],Centralised Lubrications System Grease Points,"NLGI 2 EP
Lithium EP / Lithium-Calcium EP
OEM requirements",,PETRONAS Tutela SP,-,PETRONAS Grease LiX Syn 2/220
Construction Clusters,['Construction Clusters'],Thread Grease,"NLGI 1
Lithium
Solid additives",,PETRONAS Grease Li AS,-,
Construction Clusters,['Construction Clusters'],Pin and Bush Grease,NLGI 2 EP,"With solid lubricants
Water tolerance
High load capability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Construction Clusters,['Construction Clusters'],Emission fluid,,,AdBlue,,
Construction Clusters,['Construction Clusters'],Slewing gear,"NLGI 2
Liebherr, Bell (white solids)","With solid lubricants
Water tolerance
Extreme high load capability",-,-,PETRONAS Grease LiCa MG XHL
Construction Clusters,['Construction Clusters'],Generator – Electric Motor,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Construction Clusters,['Construction Clusters'],Steel Ropes,OIPEEC,"Core penetration
Adhesive characteristics
Elasticity
Rust and corrosion protection",PETRONAS Grease LiCa GEP 2.5,-,-
Construction Clusters,['Construction Clusters'],Conveyor bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,PETRONAS Grease CaSX,PETRONAS Grease LiX Syn 2/220
Agriculture & Construction Clusters,"['Component manufacturing', 'assembly**']",Cutting / Grinding fluids,-,"High emulsion stability
Excellent lubricity and anti-weld
Anti-rust, anti-corrosion
Anti-sludge
Anti-bacterial",Mecafluid SM 59,Mecafluid S 2006,-
Agriculture & Construction Clusters,"['Component manufacturing', 'assembly**']",Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease Li EP 2,PETRONAS Grease LiX 2/170,PETRONAS Grease LiX Syn 2/220
Agriculture & Construction Clusters,"['Component manufacturing', 'assembly**']",Hydraulics,"ISO VG range 
HM specification","Good air release
Water separability
Low foaming tendencies",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Agriculture & Construction Clusters,"['Component manufacturing', 'assembly**']",Slide way oils,"ISO VG 68 and 220
Cincinnati Machine Spec","Pumpability and sprayability
Adhesive characteristics
Extreme pressure",PETRONAS Slideway,-,-
Agriculture & Construction Clusters,"['Component manufacturing', 'assembly**']",Air compressor,51506-VDL,"Oxidation stability
Good air release
Foam tendencies",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn PAO
Agriculture & Construction Clusters,"['Component manufacturing', 'assembly**']",Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Agriculture & Construction Clusters,"['Component manufacturing', 'assembly**']",Gear oils,AGMA  4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Agriculture & Construction Clusters,"['Component manufacturing', 'assembly**']",Chain oils,"ISO VG 220
Cincinnati Machine Spec","Tackiness
Rust and corrosion protection
Lubricity",PETRONAS Slideway,-,-
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Metal forming fluids,Process dependant,Process dependant,PETRONAS Mecafluid Range,-,-
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Assembly grease,"NLGI 1
Lithium
Solid additives","Water washout
Prevent swelling of rubber
Wear protection",-,PETRONAS Grease LiX 2/170,-
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Shock absorber fluid,OEM dependant,,"No global product
   Only in SA",,
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Air Tool,ISO VG range,"corrosion protection
resistance to dieseling
fog control
adhesiveness",PETRONAS ATO,-,-
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Cutting / Grinding fluids,-,"High emulsion stability
Excellent lubricity and anti-weld
Anti-rust, anti-corrosion
Anti-sludge
Anti-bacterial",Mecafluid SM 59,Mecafluid S 2006,-
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease Li EP 2,PETRONAS Grease LiX 2/170,PETRONAS Grease LiX Syn 2/220
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Hydraulics,"ISO VG range 
HM specification","Good air release
Water separability
Low foaming tendencies",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Slide way oils,"ISO VG 68 and 220
Cincinnati Machine Spec","Pumpability and sprayability
Adhesive characteristics
Extreme pressure",PETRONAS Slideway,-,-
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Air compressor,51506-VDL,"Oxidation stability
Good air release
Foam tendencies",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn PAO
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Gear oils,AGMA  4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Assembly grease,"NLGI 1
Lithium
Solid additives","Water washout
Prevent swelling of rubber
Wear protection",-,PETRONAS Grease LiX 2/170,-
Agriculture & Construction Clusters,['Agriculture & Construction Clusters'],Air Tool,ISO VG range,"corrosion protection
resistance to dieseling
fog control
adhesiveness",PETRONAS ATO,-,-
General Industry Clusters,['General Industry Clusters'],Generic Gearbox,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP,PETRONAS Gear FL,PETRONAS Gear Syn PAO
